FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,DOSIS_3
2021-04-05,71 a 80,M,Sputnik,Privado,374,10,0
2021-04-05,71 a 80,M,Sputnik,Público,2719,7,0
2021-04-05,71 a 80,M,Sputnik,Público nacional,0,1,0
2021-04-05,81 a 90,F,AstraZeneca,Público,14,0,0
2021-04-05,81 a 90,F,Sinopharm,Privado,39,0,0
2021-04-05,81 a 90,F,Sinopharm,Público,59,0,0
2021-04-05,81 a 90,F,Sputnik,Privado,100,0,0
2021-04-05,81 a 90,F,Sputnik,Público,51,2,0
2021-04-05,81 a 90,M,AstraZeneca,Público,4,0,0
2021-04-05,81 a 90,M,Sinopharm,Privado,15,0,0
2021-04-05,81 a 90,M,Sinopharm,Público,35,0,0
2021-04-05,81 a 90,M,Sputnik,Privado,40,1,0
2021-04-05,81 a 90,M,Sputnik,Público,32,2,0
2021-04-05,91 o mas,F,AstraZeneca,Público,4,0,0
2021-04-05,91 o mas,F,Sinopharm,Privado,31,0,0
2021-04-05,91 o mas,F,Sinopharm,Público,13,0,0
2021-04-05,91 o mas,F,Sputnik,Privado,30,0,0
2021-04-05,91 o mas,F,Sputnik,Público,16,0,0
2021-04-05,91 o mas,M,AstraZeneca,Público,2,0,0
2021-04-05,91 o mas,M,Sinopharm,Privado,7,0,0
2021-04-05,91 o mas,M,Sinopharm,Público,5,0,0
2021-04-05,91 o mas,M,Sputnik,Privado,7,0,0
2021-04-05,91 o mas,M,Sputnik,Público,11,0,0
2021-04-06,30 o menos,F,Sinopharm,Público,39,1,0
2021-04-08,31 a 40,M,Sinopharm,Público nacional,55,0,0
2021-04-08,31 a 40,M,Sputnik,Privado,2,12,0
2021-04-08,31 a 40,M,Sputnik,Público,2,3,0
2021-04-08,31 a 40,M,Sputnik,Público nacional,1,4,0
2021-04-08,41 a 50,F,Sinopharm,Privado,2,0,0
2021-04-08,41 a 50,F,Sinopharm,Público,117,0,0
2021-04-08,41 a 50,F,Sputnik,Privado,0,23,0
2021-04-08,41 a 50,F,Sputnik,Público,5,6,0
2021-04-08,41 a 50,F,Sputnik,Público nacional,5,1,0
2021-04-08,41 a 50,M,Sinopharm,Privado,6,0,0
2021-04-08,41 a 50,M,Sinopharm,Público,60,0,0
2021-04-08,41 a 50,M,Sinopharm,Público nacional,32,0,0
2021-04-08,41 a 50,M,Sputnik,Privado,0,2,0
2021-04-08,41 a 50,M,Sputnik,Público,0,1,0
2021-04-08,41 a 50,M,Sputnik,Público nacional,3,1,0
2021-04-08,51 a 60,F,Sinopharm,Privado,3,0,0
2021-04-08,51 a 60,F,Sinopharm,Público,126,3,0
2021-04-08,51 a 60,F,Sputnik,Privado,0,30,0
2021-04-08,51 a 60,F,Sputnik,Público,2,4,0
2021-04-08,51 a 60,F,Sputnik,Público nacional,3,1,0
2021-04-08,51 a 60,M,Sinopharm,Privado,5,0,0
2021-04-08,51 a 60,M,Sinopharm,Público,55,0,0
2021-04-08,51 a 60,M,Sinopharm,Público nacional,4,0,0
2021-03-18,31 a 40,M,Sputnik,Público nacional,2,28,0
2021-03-18,41 a 50,F,Sinopharm,Público,1059,0,0
2021-03-18,41 a 50,F,Sputnik,Privado,138,101,0
2021-03-18,41 a 50,F,Sputnik,Público,11,431,0
2021-03-18,41 a 50,F,Sputnik,Público nacional,1,41,0
2021-03-18,41 a 50,M,AstraZeneca,Público,1,0,0
2021-03-18,41 a 50,M,Sinopharm,Público,362,0,0
2021-03-18,41 a 50,M,Sputnik,Privado,49,64,0
2021-03-18,41 a 50,M,Sputnik,Público,8,178,0
2021-03-18,41 a 50,M,Sputnik,Público nacional,1,22,0
2021-03-18,51 a 60,F,AstraZeneca,Público,1,0,0
2021-03-18,51 a 60,F,Sinopharm,Público,846,0,0
2021-03-18,51 a 60,F,Sputnik,Privado,94,58,0
2021-03-18,51 a 60,F,Sputnik,Público,56,348,0
2021-03-18,51 a 60,F,Sputnik,Público nacional,0,34,0
2021-03-18,51 a 60,M,Sinopharm,Público,320,0,0
2021-03-18,51 a 60,M,Sputnik,Privado,37,41,0
2021-03-18,51 a 60,M,Sputnik,Público,22,142,0
2021-03-18,51 a 60,M,Sputnik,Público nacional,0,20,0
2021-03-18,61 a 70,F,AstraZeneca,Público,5,0,0
2021-03-18,61 a 70,F,Sputnik,Privado,29,24,0
2021-03-18,61 a 70,F,Sputnik,Público,329,196,0
2021-03-18,61 a 70,F,Sputnik,Público nacional,0,9,0
2021-03-18,61 a 70,M,AstraZeneca,Público,1,0,0
2021-03-18,61 a 70,M,Sinopharm,Público,1,0,0
2021-03-18,61 a 70,M,Sputnik,Privado,25,18,0
2021-03-18,61 a 70,M,Sputnik,Público,153,118,0
2021-03-18,61 a 70,M,Sputnik,Público nacional,0,10,0
2021-03-18,71 a 80,F,AstraZeneca,Privado,15,0,0
2021-03-18,71 a 80,F,AstraZeneca,Público,8,0,0
2021-03-18,71 a 80,F,Sputnik,Privado,109,1,0
2021-03-18,71 a 80,F,Sputnik,Público,521,41,0
2021-03-18,71 a 80,M,AstraZeneca,Privado,4,0,0
2021-03-18,71 a 80,M,AstraZeneca,Público,3,0,0
2021-03-18,71 a 80,M,Sputnik,Privado,62,6,0
2021-03-18,71 a 80,M,Sputnik,Público,335,23,0
2021-03-18,71 a 80,M,Sputnik,Público nacional,0,7,0
2021-03-18,81 a 90,F,AstraZeneca,Privado,91,0,0
2021-03-18,81 a 90,F,AstraZeneca,Público,25,0,0
2021-03-18,81 a 90,F,Sputnik,Privado,168,1,0
2021-03-18,81 a 90,F,Sputnik,Público,1860,6,0
2021-03-18,81 a 90,M,AstraZeneca,Privado,30,0,0
2021-03-18,81 a 90,M,AstraZeneca,Público,1,0,0
2021-03-18,81 a 90,M,Sputnik,Privado,78,1,0
2021-03-18,81 a 90,M,Sputnik,Público,1007,11,0
2021-03-18,91 o mas,F,AstraZeneca,Privado,30,0,0
2021-03-18,91 o mas,F,AstraZeneca,Público,8,0,0
2021-03-18,91 o mas,F,Sinopharm,Público,1,0,0
2021-03-18,91 o mas,F,Sputnik,Privado,26,0,0
2021-03-18,91 o mas,F,Sputnik,Público,316,0,0
2021-03-18,91 o mas,M,AstraZeneca,Privado,4,0,0
2021-03-18,91 o mas,M,AstraZeneca,Público,2,0,0
2021-03-18,91 o mas,M,Sputnik,Privado,12,0,0
2021-03-18,91 o mas,M,Sputnik,Público,121,1,0
2021-03-19,30 o menos,F,Sinopharm,Público,546,0,0
2021-03-19,30 o menos,F,Sputnik,Privado,88,95,0
2021-03-19,30 o menos,F,Sputnik,Público,39,213,0
2021-03-19,30 o menos,F,Sputnik,Público nacional,0,24,0
2021-03-19,30 o menos,M,Sinopharm,Público,156,0,0
2021-03-19,30 o menos,M,Sputnik,Privado,40,51,0
2021-03-19,30 o menos,M,Sputnik,Público,6,94,0
2021-03-19,30 o menos,M,Sputnik,Público nacional,0,10,0
2021-03-19,31 a 40,F,Sinopharm,Privado,2,0,0
2021-03-19,31 a 40,F,Sinopharm,Público,1177,0,0
2021-03-19,31 a 40,F,Sputnik,Privado,156,287,0
2021-03-19,31 a 40,F,Sputnik,Público,50,368,0
2021-03-19,31 a 40,F,Sputnik,Público nacional,1,32,0
2021-03-19,31 a 40,M,AstraZeneca,Privado,0,1,0
2021-03-19,31 a 40,M,Sinopharm,Público,416,0,0
2021-03-19,31 a 40,M,Sputnik,Privado,72,126,0
2021-03-19,31 a 40,M,Sputnik,Público,9,134,0
2021-03-19,31 a 40,M,Sputnik,Público nacional,0,26,0
2021-03-19,41 a 50,F,AstraZeneca,Privado,1,0,0
2021-03-19,41 a 50,F,Sinopharm,Público,1122,0,0
2021-03-19,41 a 50,F,Sputnik,Privado,115,219,0
2021-03-19,41 a 50,F,Sputnik,Público,30,358,0
2021-03-19,41 a 50,F,Sputnik,Público nacional,0,31,0
2021-03-19,41 a 50,M,AstraZeneca,Público,1,0,0
2021-03-19,41 a 50,M,Sinopharm,Público,467,0,0
2021-03-19,41 a 50,M,Sputnik,Privado,61,84,0
2021-03-19,41 a 50,M,Sputnik,Público,14,133,0
2021-03-19,41 a 50,M,Sputnik,Público nacional,0,17,0
2021-03-19,51 a 60,F,Sinopharm,Público,894,0,0
2021-03-19,51 a 60,F,Sputnik,Privado,74,108,0
2021-03-19,51 a 60,F,Sputnik,Público,50,325,0
2021-03-19,51 a 60,F,Sputnik,Público nacional,0,53,0
2021-03-19,51 a 60,M,Sinopharm,Privado,1,0,0
2021-03-19,51 a 60,M,Sinopharm,Público,358,0,0
2021-03-19,51 a 60,M,Sputnik,Privado,42,62,0
2021-03-19,51 a 60,M,Sputnik,Público,14,139,0
2021-03-19,51 a 60,M,Sputnik,Público nacional,0,16,0
2021-03-19,61 a 70,F,Sputnik,Privado,38,24,0
2021-03-19,61 a 70,F,Sputnik,Público,148,160,0
2021-03-19,61 a 70,F,Sputnik,Público nacional,0,17,0
2021-03-19,61 a 70,M,Sputnik,Privado,54,18,0
2021-03-19,61 a 70,M,Sputnik,Público,58,118,0
2021-03-19,61 a 70,M,Sputnik,Público nacional,0,6,0
2021-03-19,71 a 80,F,AstraZeneca,Privado,9,0,0
2021-03-19,71 a 80,F,Sputnik,Privado,143,1,0
2021-03-19,71 a 80,F,Sputnik,Público,327,28,0
2021-03-19,71 a 80,M,AstraZeneca,Privado,4,0,0
2021-03-19,71 a 80,M,AstraZeneca,Público,2,0,0
2021-03-19,71 a 80,M,Sputnik,Privado,88,6,0
2021-03-19,71 a 80,M,Sputnik,Público,175,29,0
2021-03-19,81 a 90,F,AstraZeneca,Privado,108,0,0
2021-03-19,81 a 90,F,AstraZeneca,Público,6,0,0
2021-03-19,81 a 90,F,Sputnik,Privado,251,0,0
2021-03-19,81 a 90,F,Sputnik,Público,1675,2,0
2021-03-19,81 a 90,M,AstraZeneca,Privado,33,0,0
2021-03-19,81 a 90,M,AstraZeneca,Público,1,0,0
2021-03-19,81 a 90,M,Sputnik,Privado,117,0,0
2021-03-19,81 a 90,M,Sputnik,Público,755,7,0
2021-03-19,91 o mas,F,AstraZeneca,Privado,47,0,0
2021-03-19,91 o mas,F,AstraZeneca,Público,7,0,0
2021-03-19,91 o mas,F,Sputnik,Privado,64,0,0
2021-03-19,91 o mas,F,Sputnik,Público,414,0,0
2021-03-19,91 o mas,M,AstraZeneca,Privado,7,0,0
2021-03-19,91 o mas,M,Sputnik,Privado,18,0,0
2021-03-19,91 o mas,M,Sputnik,Público,127,0,0
2021-03-20,30 o menos,F,Sinopharm,Público,157,0,0
2021-03-20,30 o menos,F,Sputnik,Privado,20,10,0
2021-03-20,30 o menos,F,Sputnik,Público,7,28,0
2021-03-20,30 o menos,M,Sinopharm,Público,33,0,0
2021-03-20,30 o menos,M,Sputnik,Privado,14,2,0
2021-03-20,30 o menos,M,Sputnik,Público,0,21,0
2021-03-20,31 a 40,F,Sinopharm,Público,351,0,0
2021-03-20,31 a 40,F,Sputnik,Privado,26,16,0
2021-03-20,31 a 40,F,Sputnik,Público,5,78,0
2021-03-20,31 a 40,M,Sinopharm,Público,120,0,0
2021-03-20,31 a 40,M,Sputnik,Privado,18,15,0
2021-03-20,31 a 40,M,Sputnik,Público,4,52,0
2021-03-20,41 a 50,F,Sinopharm,Público,340,0,0
2021-03-20,41 a 50,F,Sputnik,Privado,30,20,0
2021-03-20,41 a 50,F,Sputnik,Público,2,72,0
2021-03-20,41 a 50,F,Sputnik,Público nacional,1,0,0
2021-03-20,41 a 50,M,Sinopharm,Público,114,0,0
2021-03-20,41 a 50,M,Sputnik,Privado,12,9,0
2021-03-20,41 a 50,M,Sputnik,Público,0,56,0
2021-03-20,51 a 60,F,Sinopharm,Público,251,0,0
2021-03-20,51 a 60,F,Sputnik,Privado,14,12,0
2021-03-20,51 a 60,F,Sputnik,Público,131,63,0
2021-03-20,51 a 60,M,Sinopharm,Público,105,0,0
2021-03-20,51 a 60,M,Sputnik,Privado,7,4,0
2021-03-20,51 a 60,M,Sputnik,Público,36,45,0
2021-03-20,61 a 70,F,Sputnik,Privado,5,5,0
2021-03-20,61 a 70,F,Sputnik,Público,1041,26,0
2021-03-20,61 a 70,M,Sputnik,Privado,5,2,0
2021-03-20,61 a 70,M,Sputnik,Público,430,20,0
2021-03-20,71 a 80,F,Sputnik,Privado,15,2,0
2021-03-20,71 a 80,F,Sputnik,Público,603,5,0
2021-03-20,71 a 80,M,Sputnik,Privado,1,2,0
2021-03-20,71 a 80,M,Sputnik,Público,379,3,0
2021-03-20,81 a 90,F,Sputnik,Privado,36,0,0
2021-03-20,81 a 90,F,Sputnik,Público,1262,1,0
2021-03-20,81 a 90,M,Sputnik,Privado,3,0,0
2021-03-20,81 a 90,M,Sputnik,Público,577,0,0
2021-03-20,91 o mas,F,Sputnik,Privado,9,0,0
2021-03-20,91 o mas,F,Sputnik,Público,301,0,0
2021-03-20,91 o mas,M,Sputnik,Privado,1,0,0
2021-03-20,91 o mas,M,Sputnik,Público,97,0,0
2021-03-21,30 o menos,F,Sinopharm,Público,2,0,0
2021-03-21,30 o menos,F,Sputnik,Privado,9,18,0
2021-03-21,30 o menos,F,Sputnik,Público,4,31,0
2021-03-13,41 a 50,F,Sputnik,Público nacional,0,2,0
2021-03-13,41 a 50,M,Sinopharm,Público,295,0,0
2021-03-13,41 a 50,M,Sputnik,Privado,0,10,0
2021-03-13,41 a 50,M,Sputnik,Público,10,63,0
2021-03-13,41 a 50,M,Sputnik,Público nacional,1,0,0
2021-03-13,51 a 60,F,AstraZeneca,Privado,1,0,0
2021-03-13,51 a 60,F,AstraZeneca,Público,1,0,0
2021-03-13,51 a 60,F,Sinopharm,Público,824,0,0
2021-03-13,51 a 60,F,Sputnik,Privado,0,8,0
2021-03-13,51 a 60,F,Sputnik,Público,34,95,0
2021-03-13,51 a 60,M,Sinopharm,Público,214,0,0
2021-03-13,51 a 60,M,Sputnik,Privado,0,8,0
2021-03-13,51 a 60,M,Sputnik,Público,10,66,0
2021-03-13,61 a 70,F,AstraZeneca,Público,2,0,0
2021-03-13,61 a 70,F,Sinopharm,Público,1,0,0
2021-03-13,61 a 70,F,Sputnik,Privado,0,5,0
2021-03-13,61 a 70,F,Sputnik,Público,67,54,0
2021-03-13,61 a 70,F,Sputnik,Público nacional,1,0,0
2021-03-13,61 a 70,M,AstraZeneca,Público,1,0,0
2021-03-13,61 a 70,M,Sputnik,Privado,0,5,0
2021-03-13,61 a 70,M,Sputnik,Público,43,41,0
2021-03-13,71 a 80,F,AstraZeneca,Privado,25,0,0
2021-03-13,71 a 80,F,AstraZeneca,Público,8,0,0
2021-03-13,71 a 80,F,Sputnik,Público,40,6,0
2021-03-13,71 a 80,F,Sputnik,Público nacional,1,0,0
2021-03-13,71 a 80,M,AstraZeneca,Privado,5,0,0
2021-03-13,71 a 80,M,AstraZeneca,Público,4,0,0
2021-03-13,71 a 80,M,Sputnik,Privado,0,1,0
2021-03-13,71 a 80,M,Sputnik,Público,14,6,0
2021-03-13,81 a 90,F,AstraZeneca,Privado,140,0,0
2021-03-13,81 a 90,F,AstraZeneca,Público,31,0,0
2021-03-13,81 a 90,F,Sinopharm,Público,1,0,0
2021-03-13,81 a 90,F,Sputnik,Público,5,0,0
2021-03-13,81 a 90,M,AstraZeneca,Privado,62,0,0
2021-03-13,81 a 90,M,AstraZeneca,Público,2,0,0
2021-03-13,81 a 90,M,Sputnik,Público,3,2,0
2021-03-13,91 o mas,F,AstraZeneca,Privado,49,0,0
2021-03-13,91 o mas,F,AstraZeneca,Público,22,0,0
2021-03-13,91 o mas,M,AstraZeneca,Privado,12,0,0
2021-03-13,91 o mas,M,AstraZeneca,Público,4,0,0
2021-03-13,91 o mas,M,Sputnik,Público,1,0,0
2021-03-14,30 o menos,F,Sinopharm,Público,455,0,0
2021-03-14,30 o menos,F,Sputnik,Privado,0,15,0
2021-03-14,30 o menos,F,Sputnik,Público,13,30,0
2021-03-14,30 o menos,M,Sinopharm,Público,66,0,0
2021-03-14,30 o menos,M,Sputnik,Privado,0,7,0
2021-03-14,30 o menos,M,Sputnik,Público,4,19,0
2021-03-14,31 a 40,F,Sinopharm,Privado,1,0,0
2021-03-14,31 a 40,F,Sinopharm,Público,937,0,0
2021-03-14,31 a 40,F,Sputnik,Privado,0,53,0
2021-03-14,31 a 40,F,Sputnik,Público,11,101,0
2021-03-14,31 a 40,M,Sinopharm,Público,215,0,0
2021-03-14,31 a 40,M,Sputnik,Privado,0,20,0
2021-03-14,31 a 40,M,Sputnik,Público,3,68,0
2021-03-14,41 a 50,F,Sinopharm,Privado,1,0,0
2021-03-14,41 a 50,F,Sinopharm,Público,1088,0,0
2021-03-14,41 a 50,F,Sputnik,Privado,0,29,0
2021-03-14,41 a 50,F,Sputnik,Público,9,96,0
2021-03-14,41 a 50,M,Sinopharm,Público,212,0,0
2021-03-14,41 a 50,M,Sputnik,Privado,0,13,0
2021-03-14,41 a 50,M,Sputnik,Público,4,63,0
2021-03-14,51 a 60,F,Sinopharm,Público,834,0,0
2021-03-14,51 a 60,F,Sputnik,Privado,0,15,0
2021-03-14,51 a 60,F,Sputnik,Público,21,66,0
2021-03-14,51 a 60,M,Sinopharm,Público,165,0,0
2021-03-14,51 a 60,M,Sputnik,Privado,0,9,0
2021-03-14,51 a 60,M,Sputnik,Público,12,56,0
2021-03-14,61 a 70,F,Sinopharm,Público,1,0,0
2021-03-14,61 a 70,F,Sputnik,Privado,0,3,0
2021-03-14,61 a 70,F,Sputnik,Público,100,30,0
2021-03-14,61 a 70,M,Sputnik,Privado,0,2,0
2021-03-14,61 a 70,M,Sputnik,Público,54,24,0
2021-03-14,71 a 80,F,Sinopharm,Público,1,0,0
2021-03-14,71 a 80,F,Sputnik,Público,34,5,0
2021-03-14,71 a 80,M,Sputnik,Público,21,4,0
2021-03-14,81 a 90,F,Sputnik,Público,5,0,0
2021-03-14,81 a 90,M,Sputnik,Público,2,2,0
2021-03-15,30 o menos,F,AstraZeneca,Privado,3,0,0
2021-03-15,30 o menos,F,Sinopharm,Público,572,0,0
2021-03-15,30 o menos,F,Sputnik,Privado,13,112,0
2021-03-15,30 o menos,F,Sputnik,Público,5,284,0
2021-03-15,30 o menos,F,Sputnik,Público nacional,2,39,0
2021-03-15,30 o menos,M,AstraZeneca,Privado,1,0,0
2021-03-15,30 o menos,M,Sinopharm,Público,92,0,0
2021-03-15,30 o menos,M,Sputnik,Privado,3,55,0
2021-03-15,30 o menos,M,Sputnik,Público,1,94,0
2021-03-15,30 o menos,M,Sputnik,Público nacional,3,12,0
2021-03-15,31 a 40,F,AstraZeneca,Privado,1,0,0
2021-03-15,31 a 40,F,Sinopharm,Público,1307,0,0
2021-03-15,31 a 40,F,Sputnik,Privado,20,251,0
2021-03-15,31 a 40,F,Sputnik,Público,8,564,0
2021-03-15,31 a 40,F,Sputnik,Público nacional,1,63,0
2021-03-15,31 a 40,M,AstraZeneca,Privado,3,0,0
2021-03-15,31 a 40,M,Sinopharm,Público,275,0,0
2021-04-06,30 o menos,F,Sputnik,Privado,0,22,0
2021-04-06,30 o menos,F,Sputnik,Público,1,33,0
2021-04-06,30 o menos,F,Sputnik,Público nacional,48,4,0
2021-04-06,30 o menos,M,Sinopharm,Público,19,0,0
2021-04-06,30 o menos,M,Sputnik,Privado,0,12,0
2021-04-06,30 o menos,M,Sputnik,Público,3,9,0
2021-04-06,30 o menos,M,Sputnik,Público nacional,56,8,0
2021-04-06,31 a 40,F,Sinopharm,Público,82,0,0
2021-04-06,31 a 40,F,Sputnik,Privado,0,73,0
2021-04-06,31 a 40,F,Sputnik,Público,3,19,0
2021-04-06,31 a 40,F,Sputnik,Público nacional,44,10,0
2021-04-06,31 a 40,M,Sinopharm,Público,55,0,0
2021-04-06,31 a 40,M,Sputnik,Privado,0,24,0
2021-04-06,31 a 40,M,Sputnik,Público,1,7,0
2021-04-06,31 a 40,M,Sputnik,Público nacional,24,15,0
2021-04-06,41 a 50,F,AstraZeneca,Público,1,0,0
2021-04-06,41 a 50,F,Sinopharm,Público,52,0,0
2021-04-06,41 a 50,F,Sputnik,Privado,2,48,0
2021-04-06,41 a 50,F,Sputnik,Público,0,17,0
2021-04-06,41 a 50,F,Sputnik,Público nacional,22,13,0
2021-04-06,41 a 50,M,Sinopharm,Público,26,0,0
2021-04-06,41 a 50,M,Sputnik,Privado,0,6,0
2021-04-06,41 a 50,M,Sputnik,Público,0,3,0
2021-04-06,41 a 50,M,Sputnik,Público nacional,27,7,0
2021-04-06,51 a 60,F,AstraZeneca,Público,1,0,0
2021-04-06,51 a 60,F,Sinopharm,Privado,1,0,
2021-04-06,51 a 60,F,Sinopharm,Público,37,1,0
2021-04-06,51 a 60,F,Sputnik,Privado,0,25,0
2021-04-06,51 a 60,F,Sputnik,Público,2,16,0
2021-04-06,51 a 60,F,Sputnik,Público nacional,28,14,0
2021-04-06,51 a 60,M,AstraZeneca,Privado,0,1,
2021-04-06,51 a 60,M,Sinopharm,Público,13,0,0
2021-04-06,51 a 60,M,Sputnik,Privado,2,11,0
2021-04-06,51 a 60,M,Sputnik,Público,0,10,0
2021-04-06,51 a 60,M,Sputnik,Público nacional,19,7,0
2021-04-06,61 a 70,F,AstraZeneca,Público,1,0,0
2021-04-06,61 a 70,F,Sinopharm,Privado,58,0,0
2021-04-06,61 a 70,F,Sinopharm,Público,32,0,0
2021-04-06,61 a 70,F,Sputnik,Privado,52,9,0
2021-04-06,61 a 70,F,Sputnik,Público,3,12,0
2021-04-06,61 a 70,F,Sputnik,Público nacional,4,12,0
2021-04-06,61 a 70,M,AstraZeneca,Público,1,0,0
2021-04-06,61 a 70,M,Sinopharm,Privado,29,0,0
2021-04-06,61 a 70,M,Sinopharm,Público,17,0,0
2021-04-06,61 a 70,M,Sputnik,Privado,33,7,0
2021-04-06,61 a 70,M,Sputnik,Público,3,8,0
2021-04-06,61 a 70,M,Sputnik,Público nacional,3,12,0
2021-04-06,71 a 80,F,AstraZeneca,Privado,2,1,0
2021-04-06,71 a 80,F,AstraZeneca,Público,290,0,0
2021-04-06,71 a 80,F,Sinopharm,Privado,468,0,0
2021-04-06,71 a 80,F,Sinopharm,Público,5690,0,0
2021-04-06,71 a 80,F,Sputnik,Privado,869,1,0
2021-04-06,71 a 80,F,Sputnik,Público,2235,8,0
2021-04-06,71 a 80,F,Sputnik,Público nacional,2,0,0
2021-04-06,71 a 80,M,AstraZeneca,Privado,1,0,0
2021-04-06,71 a 80,M,AstraZeneca,Público,231,0,0
2021-04-06,71 a 80,M,Sinopharm,Privado,247,0,0
2021-04-06,71 a 80,M,Sinopharm,Público,3736,0,0
2021-04-06,71 a 80,M,Sputnik,Privado,507,2,0
2021-04-06,71 a 80,M,Sputnik,Público,1387,4,0
2021-04-06,71 a 80,M,Sputnik,Público nacional,0,1,0
2021-04-06,81 a 90,F,AstraZeneca,Privado,2,0,0
2021-04-06,81 a 90,F,AstraZeneca,Público,15,0,0
2021-04-06,81 a 90,F,Sinopharm,Privado,88,0,0
2021-04-06,81 a 90,F,Sinopharm,Público,254,0,0
2021-04-06,81 a 90,F,Sputnik,Privado,30,0,0
2021-04-06,81 a 90,F,Sputnik,Público,101,0,0
2021-04-06,81 a 90,M,AstraZeneca,Privado,2,0,0
2021-04-06,81 a 90,M,AstraZeneca,Público,6,0,0
2021-04-06,81 a 90,M,Sinopharm,Privado,30,0,0
2021-04-06,81 a 90,M,Sinopharm,Público,117,0,0
2021-04-06,81 a 90,M,Sputnik,Privado,8,0,0
2021-04-06,81 a 90,M,Sputnik,Público,55,1,0
2021-04-06,91 o mas,F,AstraZeneca,Privado,9,0,0
2021-04-06,91 o mas,F,AstraZeneca,Público,7,1,0
2021-04-06,91 o mas,F,Sinopharm,Privado,13,0,0
2021-04-06,91 o mas,F,Sinopharm,Público,93,0,0
2021-04-06,91 o mas,F,Sputnik,Privado,9,0,0
2021-04-06,91 o mas,F,Sputnik,Público,21,0,0
2021-04-06,91 o mas,M,AstraZeneca,Público,2,0,0
2021-04-06,91 o mas,M,Sinopharm,Privado,2,0,0
2021-04-06,91 o mas,M,Sinopharm,Público,22,0,0
2021-04-06,91 o mas,M,Sputnik,Privado,4,0,0
2021-04-06,91 o mas,M,Sputnik,Público,14,0,0
2021-04-07,30 o menos,F,Sinopharm,Público,78,0,0
2021-04-07,30 o menos,F,Sputnik,Privado,0,12,0
2021-04-07,30 o menos,F,Sputnik,Público,3,18,0
2021-04-07,30 o menos,F,Sputnik,Público nacional,10,3,0
2021-04-07,30 o menos,M,Sinopharm,Privado,1,0,0
2021-04-07,30 o menos,M,Sinopharm,Público,45,0,0
2021-04-07,30 o menos,M,Sputnik,Privado,0,6,0
2021-04-07,30 o menos,M,Sputnik,Público,1,13,0
2021-04-07,30 o menos,M,Sputnik,Público nacional,23,4,0
2021-03-24,71 a 80,M,Sputnik,Público,321,22,0
2021-03-24,81 a 90,F,AstraZeneca,Privado,1,0,0
2021-03-24,81 a 90,F,Sputnik,Privado,2,0,0
2021-03-24,81 a 90,F,Sputnik,Público,2265,4,0
2021-03-24,81 a 90,M,Sputnik,Público,1052,5,0
2021-03-24,91 o mas,F,Sputnik,Público,503,0,0
2021-03-24,91 o mas,M,Sputnik,Privado,1,0,0
2021-03-24,91 o mas,M,Sputnik,Público,156,0,0
2021-03-25,30 o menos,F,Sinopharm,Público,127,1,0
2021-03-25,30 o menos,F,Sputnik,Privado,6,102,0
2021-03-25,30 o menos,F,Sputnik,Público,1,56,0
2021-03-25,30 o menos,F,Sputnik,Público nacional,9,1,0
2021-03-25,30 o menos,M,Sinopharm,Público,40,0,0
2021-03-25,30 o menos,M,Sputnik,Privado,1,50,0
2021-03-25,30 o menos,M,Sputnik,Público,0,37,0
2021-03-25,30 o menos,M,Sputnik,Público nacional,2,2,0
2021-03-25,31 a 40,F,Sinopharm,Público,247,0,0
2021-03-25,31 a 40,F,Sputnik,Privado,5,203,0
2021-03-25,31 a 40,F,Sputnik,Público,1,88,0
2021-03-25,31 a 40,F,Sputnik,Público nacional,11,12,0
2021-03-25,31 a 40,M,Sinopharm,Público,85,0,0
2021-03-25,31 a 40,M,Sputnik,Privado,3,118,0
2021-03-25,31 a 40,M,Sputnik,Público,0,49,0
2021-03-25,31 a 40,M,Sputnik,Público nacional,7,2,0
2021-03-25,41 a 50,F,Sinopharm,Público,220,0,0
2021-03-25,41 a 50,F,Sputnik,Privado,2,149,0
2021-03-25,41 a 50,F,Sputnik,Público,3,50,0
2021-03-25,41 a 50,F,Sputnik,Público nacional,8,12,0
2021-03-25,41 a 50,M,Sinopharm,Público,103,0,0
2021-03-25,41 a 50,M,Sputnik,Privado,5,85,0
2021-03-25,41 a 50,M,Sputnik,Público,0,45,0
2021-03-25,41 a 50,M,Sputnik,Público nacional,6,4,0
2021-03-25,51 a 60,F,Sinopharm,Público,164,0,0
2021-03-25,51 a 60,F,Sputnik,Privado,6,77,0
2021-03-25,51 a 60,F,Sputnik,Público,8,52,0
2021-03-25,51 a 60,F,Sputnik,Público nacional,7,11,0
2021-03-25,51 a 60,M,AstraZeneca,Público,1,0,0
2021-03-25,51 a 60,M,Sinopharm,Público,70,0,0
2021-03-25,51 a 60,M,Sputnik,Privado,7,47,0
2021-03-25,51 a 60,M,Sputnik,Público,2,25,0
2021-03-25,51 a 60,M,Sputnik,Público nacional,5,6,0
2021-03-25,61 a 70,F,AstraZeneca,Público,6,0,0
2021-03-25,61 a 70,F,Sputnik,Privado,9,21,0
2021-03-25,61 a 70,F,Sputnik,Público,75,37,0
2021-03-25,61 a 70,F,Sputnik,Público nacional,2,7,0
2021-03-25,61 a 70,M,AstraZeneca,Público,4,0,0
2021-03-25,61 a 70,M,Sputnik,Privado,7,20,0
